store_id,dept_id,store_type,status,reorder_point_usd,simulated_inventory_usd,excess_value_inr,abs_deviation_usd,alert_message
26,11,A,Overstocked,36469.47380908165,55265.05069723302,46549.71863967467,18795.576888151365,"Store 26, Dept 11: 1.5x reorder point - INR 46,550 excess tied up"
45,95,B,Understocked,121062.092631971,102506.25595695864,0.0,18555.836675012353,"Store 45, Dept 95: 15% below reorder point - restock recommended"
24,74,A,Overstocked,34551.7423231944,52780.851252682136,79118.73473491479,18229.10892948774,"Store 24, Dept 74: 1.5x reorder point - INR 79,119 excess tied up"
21,10,B,Overstocked,35053.8237885876,53048.253945919234,38804.01583214015,17994.430157331633,"Store 21, Dept 10: 1.5x reorder point - INR 38,804 excess tied up"
39,93,A,Understocked,92541.03374295034,74562.5653032026,0.0,17978.46843974774,"Store 39, Dept 93: 19% below reorder point - restock recommended"
16,4,B,Overstocked,33351.85316316864,50813.31918010274,65199.773134032,17461.4660169341,"Store 16, Dept 4: 1.5x reorder point - INR 65,200 excess tied up"
32,90,A,Understocked,127450.1471889601,110063.10749263492,0.0,17387.03969632517,"Store 32, Dept 90: 14% below reorder point - restock recommended"
42,13,C,Overstocked,33221.53730766726,50461.742270338334,52243.213633507316,17240.204962671072,"Store 42, Dept 13: 1.5x reorder point - INR 52,243 excess tied up"
26,92,A,Understocked,205168.31008245712,188109.03565607467,0.0,17059.274426382442,"Store 26, Dept 92: 8% below reorder point - restock recommended"
31,79,A,Understocked,89121.78127116126,72104.41797675908,0.0,17017.36329440218,"Store 31, Dept 79: 19% below reorder point - restock recommended"
17,23,B,Overstocked,33406.42300601663,50209.324714410686,8274.287047016514,16802.901708394056,"Store 17, Dept 23: 1.5x reorder point - INR 8,274 excess tied up"
4,32,A,Overstocked,32771.38420251993,49342.497382267095,15389.949514437998,16571.113179747168,"Store 4, Dept 32: 1.5x reorder point - INR 15,390 excess tied up"
31,34,A,Overstocked,31923.987164111,48303.0433702586,34616.197799644084,16379.056206147601,"Store 31, Dept 34: 1.5x reorder point - INR 34,616 excess tied up"
28,87,A,Overstocked,31450.409781734084,47689.73062343339,42671.62391907757,16239.320841699304,"Store 28, Dept 87: 1.5x reorder point - INR 42,672 excess tied up"
27,10,A,Understocked,82745.59987937269,66512.37098561245,0.0,16233.228893760242,"Store 27, Dept 10: 20% below reorder point - restock recommended"
25,92,B,Understocked,87707.92461293947,71507.37820642936,0.0,16200.546406510111,"Store 25, Dept 92: 18% below reorder point - restock recommended"
7,72,B,Understocked,96218.52812343424,80166.95469099218,0.0,16051.573432442063,"Store 7, Dept 72: 17% below reorder point - restock recommended"
4,33,A,Overstocked,31385.314524800902,47186.0183460699,8967.864386088833,15800.703821268995,"Store 4, Dept 33: 1.5x reorder point - INR 8,968 excess tied up"
25,11,B,Overstocked,31084.253142063524,46641.64053819022,1266.6484828795437,15557.387396126698,"Store 25, Dept 11: 1.5x reorder point - INR 1,267 excess tied up"
1,40,A,Understocked,120003.44425500443,104559.07816856002,0.0,15444.36608644441,"Store 1, Dept 40: 13% below reorder point - restock recommended"
6,90,A,Understocked,115423.67696651214,100023.90252944623,0.0,15399.774437065906,"Store 6, Dept 90: 13% below reorder point - restock recommended"
38,90,C,Understocked,81229.80067473174,66129.92565286,0.0,15099.875021871747,"Store 38, Dept 90: 19% below reorder point - restock recommended"
35,23,B,Understocked,87583.86928084919,72589.98898121728,0.0,14993.880299631914,"Store 35, Dept 23: 17% below reorder point - restock recommended"
20,23,A,Understocked,86259.05996993881,71316.41523093297,0.0,14942.644739005846,"Store 20, Dept 23: 17% below reorder point - restock recommended"
13,81,A,Understocked,79133.06273413576,64604.43777227721,0.0,14528.62496185855,"Store 13, Dept 81: 18% below reorder point - restock recommended"
2,96,A,Understocked,82768.09110677314,68443.20830550074,0.0,14324.882801272397,"Store 2, Dept 96: 17% below reorder point - restock recommended"
13,2,A,Understocked,164353.67843654248,150108.38573511146,0.0,14245.292701431026,"Store 13, Dept 2: 9% below reorder point - restock recommended"
30,97,C,Overstocked,27610.634526517428,41823.114904064736,33794.53848595349,14212.480377547308,"Store 30, Dept 97: 1.5x reorder point - INR 33,795 excess tied up"
2,4,A,Understocked,97346.86595062765,83139.34355480729,0.0,14207.522395820357,"Store 2, Dept 4: 15% below reorder point - restock recommended"
39,13,A,Understocked,126544.60619771674,112340.13578213628,0.0,14204.470415580465,"Store 39, Dept 13: 11% below reorder point - restock recommended"
7,9,B,Understocked,100622.73942169148,86729.91187154735,0.0,13892.827550144139,"Store 7, Dept 9: 14% below reorder point - restock recommended"
28,92,A,Understocked,249812.0161178601,235975.24628464496,0.0,13836.769833215134,"Store 28, Dept 92: 6% below reorder point - restock recommended"
10,3,B,Understocked,122674.17564250124,108864.29669370511,0.0,13809.878948796133,"Store 10, Dept 3: 11% below reorder point - restock recommended"
13,94,A,Understocked,182828.44632047345,169175.89273722802,0.0,13652.553583245433,"Store 13, Dept 94: 7% below reorder point - restock recommended"
35,16,B,Overstocked,25830.663781863335,39404.91844167537,54690.58981707036,13574.254659812035,"Store 35, Dept 16: 1.5x reorder point - INR 54,691 excess tied up"
1,12,A,Overstocked,26225.19996557668,39548.498242179136,17487.958386571583,13323.298276602454,"Store 1, Dept 12: 1.5x reorder point - INR 17,488 excess tied up"
2,40,A,Understocked,161391.38703382493,148107.51046065078,0.0,13283.876573174144,"Store 2, Dept 40: 8% below reorder point - restock recommended"
39,16,A,Understocked,70691.58383318629,57459.05425402293,0.0,13232.529579163362,"Store 39, Dept 16: 19% below reorder point - restock recommended"
13,10,A,Understocked,72483.75199855021,59330.27336355712,0.0,13153.478634993095,"Store 13, Dept 10: 18% below reorder point - restock recommended"
35,71,B,Overstocked,25470.112067500544,38611.15457675655,33696.87746697541,13141.042509256004,"Store 35, Dept 71: 1.5x reorder point - INR 33,697 excess tied up"
28,74,A,Overstocked,25981.63219556233,39057.61444621135,7068.790688031746,13075.98225064902,"Store 28, Dept 74: 1.5x reorder point - INR 7,069 excess tied up"
23,74,B,Understocked,95495.50945634968,82506.13435430737,0.0,12989.375102042308,"Store 23, Dept 74: 14% below reorder point - restock recommended"
2,10,A,Understocked,84300.86695504747,71352.05110691937,0.0,12948.815848128099,"Store 2, Dept 10: 15% below reorder point - restock recommended"
4,40,A,Understocked,169610.29982279136,156674.0722339812,0.0,12936.227588810172,"Store 4, Dept 40: 8% below reorder point - restock recommended"
38,4,C,Overstocked,24422.485905665093,36761.08427662395,10570.499704483715,12338.598370958858,"Store 38, Dept 4: 1.5x reorder point - INR 10,570 excess tied up"
21,40,B,Understocked,83764.83877935157,71487.67969373292,0.0,12277.159085618652,"Store 21, Dept 40: 15% below reorder point - restock recommended"
22,92,B,Understocked,115349.74728713659,103091.27948410998,0.0,12258.467803026608,"Store 22, Dept 92: 11% below reorder point - restock recommended"
1,11,A,Understocked,65902.4357004847,53712.243427969726,0.0,12190.19227251497,"Store 1, Dept 11: 18% below reorder point - restock recommended"
15,40,B,Understocked,65532.55242310071,53443.54424902043,0.0,12089.008174080278,"Store 15, Dept 40: 18% below reorder point - restock recommended"
43,93,C,Understocked,75854.87743707358,63817.27949820388,0.0,12037.597938869694,"Store 43, Dept 93: 16% below reorder point - restock recommended"
23,8,B,Understocked,79871.74781533619,67839.64180099056,0.0,12032.106014345627,"Store 23, Dept 8: 15% below reorder point - restock recommended"
15,87,B,Overstocked,22923.150965561395,34866.968672397525,40026.104596600664,11943.81770683613,"Store 15, Dept 87: 1.5x reorder point - INR 40,026 excess tied up"
22,23,B,Understocked,70743.03436224014,58836.35553134738,0.0,11906.678830892764,"Store 22, Dept 23: 17% below reorder point - restock recommended"
20,7,A,Understocked,113653.95062457371,101781.40575819756,0.0,11872.544866376149,"Store 20, Dept 7: 10% below reorder point - restock recommended"
21,95,B,Understocked,93882.61195724456,82056.8957314221,0.0,11825.716225822456,"Store 21, Dept 95: 13% below reorder point - restock recommended"
31,72,A,Understocked,90983.90080892721,79198.77098960192,0.0,11785.129819325288,"Store 31, Dept 72: 13% below reorder point - restock recommended"
30,13,C,Overstocked,23272.2034626129,35047.994946116596,11594.249432371718,11775.791483503697,"Store 30, Dept 13: 1.5x reorder point - INR 11,594 excess tied up"
12,3,B,Understocked,62119.604365537074,50516.93163380423,0.0,11602.67273173284,"Store 12, Dept 3: 19% below reorder point - restock recommended"
20,80,A,Understocked,88062.37321897567,76486.35608712555,0.0,11576.017131850123,"Store 20, Dept 80: 13% below reorder point - restock recommended"
4,46,A,Understocked,89280.36670651863,77757.7390545637,0.0,11522.627651954928,"Store 4, Dept 46: 13% below reorder point - restock recommended"
11,7,A,Understocked,75958.8080038869,64454.25976340789,0.0,11504.548240479002,"Store 11, Dept 7: 15% below reorder point - restock recommended"
20,11,A,Understocked,78543.8344423854,67049.15049257824,0.0,11494.683949807164,"Store 20, Dept 11: 15% below reorder point - restock recommended"
31,4,A,Understocked,76250.08709484506,64876.47451319701,0.0,11373.612581648049,"Store 31, Dept 4: 15% below reorder point - restock recommended"
11,92,A,Understocked,168266.0410270371,156919.2448936089,0.0,11346.7961334282,"Store 11, Dept 92: 7% below reorder point - restock recommended"
8,14,A,Overstocked,21611.7578915672,32865.25036883482,37151.92311317407,11253.492477267624,"Store 8, Dept 14: 1.5x reorder point - INR 37,152 excess tied up"
5,16,B,Overstocked,21538.985520938215,32574.95899813889,22117.89948872003,11035.973477200674,"Store 5, Dept 16: 1.5x reorder point - INR 22,118 excess tied up"
13,40,A,Understocked,162832.21965066416,151832.555992369,0.0,10999.663658295176,"Store 13, Dept 40: 7% below reorder point - restock recommended"
28,4,A,Understocked,60448.21220447887,49514.55702695885,0.0,10933.65517752002,"Store 28, Dept 4: 18% below reorder point - restock recommended"
40,91,A,Understocked,95130.33672004958,84333.70135016374,0.0,10796.635369885844,"Store 40, Dept 91: 11% below reorder point - restock recommended"
20,97,A,Understocked,59018.60930645045,48524.07090824053,0.0,10494.538398209923,"Store 20, Dept 97: 18% below reorder point - restock recommended"
14,7,A,Understocked,104006.35631025226,93598.07724692533,0.0,10408.279063326932,"Store 14, Dept 7: 10% below reorder point - restock recommended"
19,13,A,Understocked,73640.65284271301,63300.76044700864,0.0,10339.892395704373,"Store 19, Dept 13: 14% below reorder point - restock recommended"
32,46,A,Understocked,61951.79669232857,51625.89326831803,0.0,10325.90342401054,"Store 32, Dept 46: 17% below reorder point - restock recommended"
6,13,A,Understocked,81627.67018875161,71307.31577586553,0.0,10320.354412886081,"Store 6, Dept 13: 13% below reorder point - restock recommended"
10,35,B,Overstocked,19667.154298021942,29837.75548002539,27972.994738375386,10170.601182003447,"Store 10, Dept 35: 1.5x reorder point - INR 27,973 excess tied up"
13,14,A,Understocked,56319.47046492333,46169.579695086606,0.0,10149.890769836726,"Store 13, Dept 14: 18% below reorder point - restock recommended"
18,16,B,Understocked,57061.16306840645,47003.79704604325,0.0,10057.366022363203,"Store 18, Dept 16: 18% below reorder point - restock recommended"
10,21,B,Overstocked,19312.886000562477,29358.602073011385,32309.66498991637,10045.716072448908,"Store 10, Dept 21: 1.5x reorder point - INR 32,310 excess tied up"
31,97,A,Understocked,70551.18663578955,60508.04802177552,0.0,10043.138614014031,"Store 31, Dept 97: 14% below reorder point - restock recommended"
33,94,A,Understocked,59200.83271044557,49250.92050530708,0.0,9949.912205138491,"Store 33, Dept 94: 17% below reorder point - restock recommended"
40,9,A,Understocked,58625.03970143451,48778.78595379352,0.0,9846.253747640985,"Store 40, Dept 9: 17% below reorder point - restock recommended"
20,49,A,Understocked,50101.26060449098,40261.68295228132,0.0,9839.577652209657,"Store 20, Dept 49: 20% below reorder point - restock recommended"
6,14,A,Understocked,52577.494904697625,42761.378223862615,0.0,9816.11668083501,"Store 6, Dept 14: 19% below reorder point - restock recommended"
23,2,B,Understocked,161536.51779524068,151854.52728123328,0.0,9681.990514007397,"Store 23, Dept 2: 6% below reorder point - restock recommended"
6,16,A,Understocked,71738.23186809955,62336.46033690324,0.0,9401.771531196311,"Store 6, Dept 16: 13% below reorder point - restock recommended"
19,90,A,Understocked,137376.98248912065,128050.89538550991,0.0,9326.087103610742,"Store 19, Dept 90: 7% below reorder point - restock recommended"
4,49,A,Overstocked,17811.93132419488,27122.92802463357,33617.576182323806,9310.996700438689,"Store 4, Dept 49: 1.5x reorder point - INR 33,618 excess tied up"
39,25,A,Overstocked,17865.560945715628,26997.75580912693,16551.39441593946,9132.194863411303,"Store 39, Dept 25: 1.5x reorder point - INR 16,551 excess tied up"
45,8,B,Understocked,72598.30904630852,63478.65202065473,0.0,9119.657025653796,"Store 45, Dept 8: 13% below reorder point - restock recommended"
17,1,B,Understocked,50617.00308706262,41574.30163507348,0.0,9042.701451989138,"Store 17, Dept 1: 18% below reorder point - restock recommended"
14,13,A,Understocked,125313.90352028955,116293.93824367525,0.0,9019.965276614297,"Store 14, Dept 13: 7% below reorder point - restock recommended"
27,2,A,Understocked,176093.51657097295,167103.24051432125,0.0,8990.276056651695,"Store 27, Dept 2: 5% below reorder point - restock recommended"
28,5,A,Understocked,49290.15660286779,40302.58883870852,0.0,8987.56776415927,"Store 28, Dept 5: 18% below reorder point - restock recommended"
18,74,B,Understocked,50185.87246448248,41365.11666934233,0.0,8820.755795140154,"Store 18, Dept 74: 18% below reorder point - restock recommended"
20,67,A,Understocked,49453.590653219544,40644.952722674396,0.0,8808.637930545148,"Store 20, Dept 67: 18% below reorder point - restock recommended"
7,92,B,Understocked,61068.25641787599,52320.001816492375,0.0,8748.254601383618,"Store 7, Dept 92: 14% below reorder point - restock recommended"
20,34,A,Understocked,55219.684077292404,46476.93951733294,0.0,8742.744559959465,"Store 20, Dept 34: 16% below reorder point - restock recommended"
41,82,A,Understocked,43600.790641200205,34881.00283066917,0.0,8719.787810531037,"Store 41, Dept 82: 20% below reorder point - restock recommended"
8,11,A,Understocked,48028.94177248746,39347.60927246695,0.0,8681.332500020508,"Store 8, Dept 11: 18% below reorder point - restock recommended"
2,79,A,Understocked,76285.50536066145,67703.51707780182,0.0,8581.988282859631,"Store 2, Dept 79: 11% below reorder point - restock recommended"
32,98,A,Overstocked,16351.736269115818,24932.412769133167,33599.09433313362,8580.67650001735,"Store 32, Dept 98: 1.5x reorder point - INR 33,599 excess tied up"
24,97,A,Understocked,44055.41347268482,35599.101226485174,0.0,8456.312246199646,"Store 24, Dept 97: 19% below reorder point - restock recommended"
22,16,B,Understocked,69175.87001480362,60737.80803373933,0.0,8438.061981064282,"Store 22, Dept 16: 12% below reorder point - restock recommended"
17,79,B,Understocked,60068.15584381314,51666.913240289476,0.0,8401.242603523664,"Store 17, Dept 79: 14% below reorder point - restock recommended"
28,81,A,Understocked,51809.52607252986,43424.06370835988,0.0,8385.46236416998,"Store 28, Dept 81: 16% below reorder point - restock recommended"
40,13,A,Understocked,51020.35108001254,42677.742603874045,0.0,8342.608476138492,"Store 40, Dept 13: 16% below reorder point - restock recommended"
35,3,B,Understocked,52749.189711611856,44419.181941666924,0.0,8330.007769944932,"Store 35, Dept 3: 16% below reorder point - restock recommended"
10,14,B,Understocked,77389.43546613133,69119.10672816621,0.0,8270.328737965116,"Store 10, Dept 14: 11% below reorder point - restock recommended"
7,42,B,Overstocked,16431.44214338868,24698.96257717016,4299.347053232792,8267.520433781483,"Store 7, Dept 42: 1.5x reorder point - INR 4,299 excess tied up"
41,79,A,Understocked,47523.240550129325,39322.00741583675,0.0,8201.233134292575,"Store 41, Dept 79: 17% below reorder point - restock recommended"
23,44,B,Overstocked,15511.260879781765,23647.118184051757,31558.829743466158,8135.857304269992,"Store 23, Dept 44: 1.5x reorder point - INR 31,559 excess tied up"
32,1,A,Understocked,46444.905425102734,38331.41213927965,0.0,8113.493285823082,"Store 32, Dept 1: 17% below reorder point - restock recommended"
19,20,A,Overstocked,15821.983730105454,23928.877650336573,16259.870579806418,8106.893920231119,"Store 19, Dept 20: 1.5x reorder point - INR 16,260 excess tied up"
1,7,A,Understocked,51201.18472242453,43131.93109979747,0.0,8069.25362262706,"Store 1, Dept 7: 16% below reorder point - restock recommended"
12,20,B,Overstocked,15509.181186534164,23557.423783336715,24373.116293443985,8048.242596802551,"Store 12, Dept 20: 1.5x reorder point - INR 24,373 excess tied up"
8,10,A,Understocked,47934.00249633022,39929.48564446227,0.0,8004.516851867949,"Store 8, Dept 10: 17% below reorder point - restock recommended"
14,80,A,Understocked,79725.94177354198,71743.58918642561,0.0,7982.352587116373,"Store 14, Dept 80: 10% below reorder point - restock recommended"
21,92,B,Understocked,50184.557810618666,42355.52565091449,0.0,7829.032159704177,"Store 21, Dept 92: 16% below reorder point - restock recommended"
43,2,C,Understocked,43012.51847085711,35201.06627046936,0.0,7811.45220038775,"Store 43, Dept 2: 18% below reorder point - restock recommended"
12,67,B,Overstocked,15474.037841466747,23235.52634958135,2030.9757526421454,7761.488508114602,"Store 12, Dept 67: 1.5x reorder point - INR 2,031 excess tied up"
45,9,B,Understocked,40019.655234757556,32258.785878044935,0.0,7760.869356712621,"Store 45, Dept 9: 19% below reorder point - restock recommended"
32,9,A,Understocked,66089.02357564881,58416.15983369052,0.0,7672.863741958288,"Store 32, Dept 9: 12% below reorder point - restock recommended"
40,21,A,Overstocked,15295.958178669163,22963.174874143817,1596.7213096259657,7667.2166954746535,"Store 40, Dept 21: 1.5x reorder point - INR 1,597 excess tied up"
18,34,B,Understocked,51908.36023259675,44271.925565117854,0.0,7636.434667478898,"Store 18, Dept 34: 15% below reorder point - restock recommended"
27,80,A,Understocked,56195.080552451815,48590.66748842584,0.0,7604.4130640259755,"Store 27, Dept 80: 14% below reorder point - restock recommended"
39,10,A,Understocked,39805.55925394177,32336.91363680748,0.0,7468.645617134291,"Store 39, Dept 10: 19% below reorder point - restock recommended"
40,96,A,Understocked,44582.157247215044,37127.36289139148,0.0,7454.794355823564,"Store 40, Dept 96: 17% below reorder point - restock recommended"
32,10,A,Understocked,56603.62736682462,49161.14571979602,0.0,7442.481647028602,"Store 32, Dept 10: 13% below reorder point - restock recommended"
1,46,A,Understocked,42299.906832216846,34901.806270441644,0.0,7398.100561775202,"Store 1, Dept 46: 17% below reorder point - restock recommended"
15,7,B,Understocked,42215.35489440181,34818.404234784655,0.0,7396.950659617156,"Store 15, Dept 7: 18% below reorder point - restock recommended"
