store_id,dept_id,store_type,status,reorder_point_usd,safety_stock_usd,simulated_inventory_usd,excess_value_inr
2,31,A,Healthy,11326.150408599993,3178.802335523071,13265.828470202063,0.0
2,32,A,Healthy,24236.0092950467,4055.1037181236215,35445.73376953762,0.0
2,33,A,Understocked,19794.46231736229,6031.18424043921,19437.83196809585,0.0
2,34,A,Healthy,41125.16454042966,5372.02688273734,45220.389253472335,0.0
2,35,A,Healthy,9310.740744724513,1705.0983947245136,12583.953358139315,0.0
2,36,A,Understocked,9048.246773241313,2264.48211939516,8749.859670315218,0.0
2,37,A,Understocked,10002.478478604375,1129.0648862966812,8564.075403567107,0.0
2,38,A,Healthy,174958.0163145256,20259.431787602512,176973.28083263297,0.0
2,40,A,Understocked,161391.38703382493,7168.435814594105,148107.51046065078,0.0
2,41,A,Healthy,7611.521247865918,2203.9290478659177,11254.99880576722,0.0
2,42,A,Healthy,19627.253935556717,1480.5241624797925,27280.467395598156,0.0
2,44,A,Healthy,17090.98775202315,2727.625694330837,21575.402168180244,0.0
2,45,A,Healthy,7899.7048832886385,7820.049223288638,11345.289386957555,0.0
2,46,A,Healthy,63997.31975751282,4438.618319051272,88743.84279242312,0.0
2,47,A,Understocked,7979.612523288638,7820.049223288638,7470.482466832039,0.0
2,48,A,Healthy,8307.77909949504,5195.766435495039,12059.306864282553,0.0
2,49,A,Healthy,38834.11240272754,7517.466302727531,46357.05031182878,0.0
2,52,A,Healthy,9324.997817337886,1792.94195195327,12956.443963581478,0.0
2,54,A,Healthy,254.10609424115802,132.50413515024897,369.50752541706635,0.0
2,55,A,Healthy,21240.959480777936,3193.960265393322,21923.697801057828,0.0
2,56,A,Understocked,11390.572489810975,3231.918570580208,10027.552721351047,0.0
2,58,A,Understocked,58542.31972785934,19227.735858628566,56574.86859109639,0.0
2,59,A,Healthy,980.6674182001206,257.0061797385821,1090.2949399867464,0.0
2,60,A,Healthy,802.6170370478346,182.34924474014238,1121.3770186491129,0.0
2,67,A,Healthy,34057.27356987061,10041.257100639845,48645.13882495487,0.0
2,71,A,Understocked,11002.709234084658,1885.6584648538887,8858.006744945955,0.0
2,72,A,Healthy,156205.53408197092,31932.91932812476,183204.96254701665,0.0
2,74,A,Healthy,36324.239403382955,3758.1779841521798,40127.75168453358,0.0
2,78,A,Understocked,7945.492123288638,7820.049223288638,7644.665475420644,0.0
2,79,A,Understocked,76285.50536066145,11251.51566450761,67703.51707780182,0.0
2,80,A,Healthy,56499.897370202365,4083.420427894688,59124.83034665953,0.0
2,81,A,Healthy,66285.01343069885,3262.7170306988455,98653.58188763673,0.0
2,82,A,Healthy,52943.7950748293,4136.651444060072,54846.49661422176,0.0
2,83,A,Healthy,14055.035037602262,2116.896418371492,16566.910897103015,0.0
2,85,A,Healthy,8145.760183524343,1712.3364104474203,10697.04355267016,0.0
2,87,A,Healthy,56690.45449311489,8719.34710080718,60400.82261549588,0.0
2,90,A,Overstocked,204690.7119885926,6153.5569001311205,308960.34907010896,159715.33023926534
2,91,A,Overstocked,169866.3256900735,5635.363082381176,255238.85208544068,36467.17467742527
2,92,A,Understocked,355300.7835049734,18770.732993435002,349545.2930989647,0.0
2,93,A,Healthy,163925.83039028978,14775.535344135924,190644.33250651218,0.0
2,94,A,Healthy,158270.22655600708,9698.48912139167,161378.83837496236,0.0
2,95,A,Healthy,324474.5418703531,19015.164516507062,327048.78040733765,0.0
2,96,A,Understocked,82768.09110677314,7517.683437542362,68443.20830550074,0.0
2,97,A,Healthy,90028.07839564625,5015.426003338547,112083.33383863141,0.0
2,98,A,Healthy,29543.812681965595,2538.4717665809717,34476.32022361413,0.0
2,99,A,Understocked,1280.265910752326,677.3086791733788,1072.3244665598866,0.0
3,1,B,Healthy,16666.03265489931,1514.2776395146961,16722.895806581357,0.0
3,2,B,Healthy,40421.56020602721,2305.415982950282,59138.12082547943,0.0
3,3,B,Understocked,21235.865663803692,5746.892736880615,20702.424544753532,0.0
3,4,B,Understocked,20323.395793441625,1574.9829511339303,18408.38839353682,0.0
3,5,B,Healthy,31044.924384857153,5297.562934857149,35928.30697881261,0.0
3,6,B,Overstocked,7101.34771521717,2714.8356882940934,10790.674190393525,11508.16725812491
3,7,B,Understocked,24040.22811385013,4199.566163850129,23480.099169686477,0.0
3,8,B,Healthy,19215.829674975987,1394.5453518990573,24801.08254411791,0.0
3,9,B,Healthy,28019.63252222739,5982.75561068892,37994.126290340435,0.0
3,10,B,Understocked,32756.688532951157,4614.005125258844,31887.830705335924,0.0
3,11,B,Healthy,36789.336007759346,13158.399919297808,48988.60383906796,0.0
3,12,B,Healthy,6283.669974909815,774.8259556790446,6713.986294620609,0.0
3,13,B,Healthy,29446.187493504258,4043.8327011965685,37148.81710465638,0.0
3,14,B,Healthy,11015.260493512096,1698.3435627428664,13906.509594729436,0.0
3,16,B,Healthy,22139.52020578473,3707.37234424627,26370.72610861715,0.0
3,17,B,Understocked,6651.291118284415,1530.2562375151847,5759.429682940957,0.0
3,18,B,Healthy,3926.5655732794576,1746.0391843905693,5535.557575015803,0.0
3,19,B,Healthy,2302.231875951901,974.5669336442086,2380.897867007453,0.0
3,20,B,Understocked,5938.628936312927,1512.7626632360034,5559.498031853889,0.0
3,21,B,Understocked,3468.8910583201064,584.9274621662602,2878.367349133057,0.0
3,22,B,Healthy,8678.69586105535,1603.9590379784281,10686.528191317746,0.0
3,23,B,Healthy,31946.350104216308,4426.268115754764,41358.447158107076,0.0
3,24,B,Understocked,8437.79143490364,1927.2328964421029,6852.407335744224,0.0
3,25,B,Healthy,11658.075776471309,2078.4111418559246,13684.574986305355,0.0
3,26,B,Understocked,6750.42507176019,1714.423117914037,6516.468271875214,0.0
3,27,B,Healthy,1251.9846900632074,299.3708208324382,1591.2426649582985,0.0
3,28,B,Understocked,430.79551784662965,137.6692178466297,399.47129581444295,0.0
3,29,B,Healthy,3305.8328921026823,480.25557671806615,4312.077345422483,0.0
3,30,B,Healthy,4049.0612031347537,1052.0489723655226,4382.366975715868,0.0
3,31,B,Healthy,3478.861247433547,1291.9596435873927,5161.979167648153,0.0
3,32,B,Understocked,14508.429375106145,5557.857002029222,13063.24892127516,0.0
3,33,B,Healthy,9147.433188968875,1980.3828428150275,9595.46016241858,0.0
3,34,B,Understocked,11161.27607632432,1698.5854109397033,9853.572648540228,0.0
3,35,B,Healthy,3283.4283330648464,841.9461753725383,4843.143281183738,0.0
3,36,B,Healthy,1951.80958957526,684.6502895752602,2811.4992068259603,0.0
3,38,B,Understocked,218937.68102909165,28211.902686783997,216375.5383466359,0.0
3,40,B,Healthy,40360.842350017454,1939.293857709768,51734.05766593785,0.0
3,41,B,Healthy,1535.2041608490306,567.446103156723,2144.0234618028117,0.0
3,42,B,Healthy,13150.418540525578,3166.7495943717313,15850.154656418328,0.0
3,44,B,Healthy,6136.760896609134,1069.0483850706735,7282.156156716041,0.0
3,46,B,Understocked,14105.868587709689,1384.795445401999,13775.116612314916,0.0
3,49,B,Understocked,87.62757584928244,34.17572584928244,76.05767066823934,0.0
3,51,B,Healthy,5885.410634892643,5885.410634892643,8563.08121737991,0.0
3,52,B,Healthy,2975.3743408606974,728.2130523991592,4336.028444520491,0.0
3,54,B,Healthy,179.01636692766556,83.16299470544337,225.94802516983233,0.0
3,55,B,Healthy,16878.75477701087,2656.2981539339476,17680.356336413643,0.0
3,56,B,Healthy,4280.913657900324,1856.6834386695548,4516.034233643359,0.0
3,59,B,Healthy,134.7505728503378,126.50386035033779,179.2112071022263,0.0
3,60,B,Healthy,454.98742953582445,129.10127568967056,661.9568841944675,0.0
3,67,B,Healthy,5997.853607278134,1783.7314265089035,8682.331477937085,0.0
3,71,B,Healthy,4878.1800723623355,1939.0327762084894,6679.736600999381,0.0
3,72,B,Healthy,58773.20277862789,8068.396901704818,74564.56919759954,0.0
3,74,B,Understocked,9322.61520157119,1943.2400438788827,8030.707458464385,0.0
3,79,B,Understocked,16608.417007105018,1746.5994109511723,15246.34347700803,0.0
3,80,B,Healthy,5914.6722598926435,5885.410634892643,8611.43488692488,0.0
3,81,B,Healthy,4084.8678142184635,360.8069449876942,5076.237510984237,0.0
3,82,B,Understocked,17086.053540865603,1755.3066177886835,13783.555993620565,0.0
3,83,B,Understocked,5944.575734892644,5885.410634892643,5196.000436111694,0.0
3,85,B,Healthy,2539.8773893088114,825.7933816165037,3262.1075044675304,0.0
3,87,B,Understocked,3779.1986611162183,1117.8818688085257,3037.3229024461475,0.0
3,90,B,Understocked,3974.820309643823,279.6040750284372,3646.4599170868796,0.0
3,91,B,Healthy,1250.6251512759043,235.86593204513494,1501.470124206578,0.0
3,92,B,Healthy,19398.471683724514,1192.7795029552826,25316.62520937869,0.0
3,94,B,Healthy,9075.068867494852,5549.339476585762,11579.168224110974,0.0
3,95,B,Understocked,42630.353178252415,3038.0910205601,41083.57884722484,0.0
3,96,B,Healthy,9756.342223157408,1348.5725923881773,12877.306650138407,0.0
3,97,B,Understocked,1295.1334859275526,206.1346551583216,1260.413332279731,0.0
3,98,B,Healthy,6452.3038848926435,5885.410634892643,6694.534855614548,0.0
4,1,A,Healthy,80165.95514332305,10813.204124092268,107818.29755788289,0.0
4,2,A,Healthy,209884.77399786006,8864.763840167792,267441.8987629005,0.0
4,3,A,Healthy,60966.11086467976,13196.429518525909,86567.79816468454,0.0
4,4,A,Healthy,124427.57587604917,4624.353668356825,159274.4406800908,0.0
4,5,A,Healthy,89742.1934298692,12373.69347217689,109024.67498802058,0.0
4,6,A,Understocked,18827.614869477417,4233.20615024665,16349.572785290113,0.0
4,7,A,Healthy,111735.56546891062,14787.06070737217,119381.91360141979,0.0
4,8,A,Understocked,130716.9748436286,6057.253393628607,129880.08926895056,0.0
4,9,A,Understocked,91719.58810499903,8426.696781922103,89712.07008660829,0.0
4,10,A,Overstocked,91804.52066768221,8488.470036912988,138652.15687020574,78466.19710064164
4,11,A,Healthy,72807.24963465962,14064.39390004424,79138.66555228725,0.0
4,12,A,Healthy,19491.35497538228,2413.437609997661,28285.737105218384,0.0
4,13,A,Healthy,155979.39192940973,7344.82292940969,196648.08549106563,0.0
4,14,A,Healthy,61816.089491722225,5431.763687876065,85319.32406157472,0.0
4,16,A,Healthy,66073.1816820492,13350.673743587644,77102.45268583916,0.0
4,17,A,Healthy,35287.88300672972,3767.5257413451036,43091.43965976446,0.0
4,18,A,Healthy,18782.262948183932,10276.941748183934,21778.74604586265,0.0
4,19,A,Understocked,6186.936912405269,1220.6116854821933,5831.357445034305,0.0
4,20,A,Healthy,22561.898196635564,2742.1694312509453,29948.439043134545,0.0
4,21,A,Healthy,17095.482996834868,1279.8923006810226,17180.341975572723,0.0
4,22,A,Understocked,40021.86155660698,5061.108106606977,32727.90352204395,0.0
4,23,A,Healthy,109802.93100318513,12992.950968569776,139580.91228208056,0.0
4,24,A,Understocked,30697.25787365997,7249.872931352278,28526.67920342221,0.0
4,25,A,Healthy,39102.74568162474,5598.6460854708985,58127.59092437837,0.0
4,26,A,Healthy,41032.62963988075,4581.309586034598,61399.90825412791,0.0
4,27,A,Healthy,5539.360733097659,1071.9156677130443,8130.956218364563,0.0
4,28,A,Healthy,2028.5853720863545,491.2014836248158,2171.0242206918288,0.0
4,29,A,Understocked,21676.972952599634,2373.891602599632,17586.16680273723,0.0
4,30,A,Healthy,17696.68929956411,2471.7756341794916,26149.91201603833,0.0
4,31,A,Healthy,16519.063511733253,6738.16641173325,18378.687642149525,0.0
4,32,A,Overstocked,32771.38420251993,6437.748560212229,49342.497382267095,15389.949514437998
4,33,A,Overstocked,31385.314524800902,5467.601874800899,47186.0183460699,8967.864386088833
4,34,A,Healthy,63414.978020440045,7246.885581978499,90220.29280122586,0.0
4,35,A,Healthy,10522.407995344192,1415.4622068826543,10679.693700852624,0.0
4,36,A,Healthy,12664.503351349646,3477.0858205804116,13691.864857447355,0.0
4,37,A,Healthy,9544.705796630073,2432.933958168536,13566.174496620559,0.0
4,38,A,Healthy,179419.06914294566,19123.615127561025,185044.4066582768,0.0
4,40,A,Understocked,169610.29982279136,7980.974338175943,156674.0722339812,0.0
4,41,A,Healthy,5224.758874617728,2086.049397694651,6303.488306016346,0.0
4,42,A,Healthy,23871.366188088345,3004.3924150114226,35410.61714905565,0.0
4,44,A,Healthy,12408.925919505418,1535.1615079669568,16232.137730441293,0.0
4,45,A,Healthy,7851.172139955304,7820.049223288638,9548.161026937683,0.0
4,46,A,Understocked,89280.36670651863,5371.53275651865,77757.7390545637,0.0
4,48,A,Healthy,9362.433627991602,3916.350381837754,11693.26087110878,0.0
4,49,A,Overstocked,17811.93132419488,3878.0438972718025,27122.92802463357,33617.576182323806
4,51,A,Understocked,7841.950137574352,7820.049223288638,7075.488369725382,0.0
4,52,A,Healthy,8872.1334628646,1820.5354859415247,10454.750363369518,0.0
4,54,A,Healthy,253.86524650548853,133.0206943315755,365.68840496744656,0.0
4,55,A,Healthy,35797.5082362059,5452.96819389821,47995.90619644539,0.0
4,56,A,Healthy,16526.46094203489,5658.621768957965,21630.187249893428,0.0
4,58,A,Healthy,13486.674891754428,4424.9120263698105,17705.487267280765,0.0
4,59,A,Healthy,1216.2062505200743,270.55963128930534,1292.1322315537495,0.0
4,60,A,Healthy,1094.2300512434485,283.3003166280639,1109.9016647145213,0.0
4,67,A,Healthy,33076.312658417635,7797.793235340709,46003.64844822951,0.0
4,71,A,Healthy,19625.392335367218,3583.596908444141,27306.43290919581,0.0
4,72,A,Healthy,222566.71442537522,38804.35173306749,318929.8206346633,0.0
4,74,A,Healthy,49024.62649288894,6008.497108273558,71902.73339499673,0.0
4,79,A,Healthy,114544.81360761238,5661.018242227768,134393.13331614263,0.0
4,80,A,Healthy,51368.89286011469,6939.682121653156,59901.620158945334,0.0
4,81,A,Healthy,70706.56503227736,3254.185451508131,97769.89031601636,0.0
4,82,A,Healthy,69455.42661695764,5183.040574649939,88519.11242496333,0.0
4,83,A,Healthy,21546.39343551665,1981.6615393627965,28278.258545163037,0.0
4,85,A,Healthy,6900.745470445607,1446.1218089071467,9529.43711744473,0.0
4,87,A,Healthy,37242.46983183866,4296.700220300196,53990.553743226585,0.0
4,90,A,Healthy,199519.6410600504,8896.37356389657,208844.48368182968,0.0
4,91,A,Healthy,152229.10021916454,9760.409507626002,163520.77828009776,0.0
4,92,A,Understocked,356102.88557719387,14461.280738732286,309313.3936394724,0.0
4,93,A,Healthy,158394.3488619466,8911.817023485042,193580.78275636237,0.0
4,94,A,Understocked,161513.47258121634,9704.52940429321,133448.54592593806,0.0
4,95,A,Healthy,354794.88457428844,18341.06199736545,404425.91808339703,0.0
4,96,A,Healthy,98958.20365308542,8124.020183854656,118366.9338615003,0.0
4,97,A,Healthy,94022.34407585095,6978.575222004797,94885.00980633817,0.0
4,98,A,Healthy,34277.38161351925,3505.6681019807825,42206.0238048286,0.0
4,99,A,Understocked,2352.922284160711,1371.4480341607114,1934.7260712890334,0.0
5,1,B,Understocked,21929.134411916864,1795.8124696091636,18141.1873488534,0.0
5,2,B,Healthy,27852.569625692067,1924.1440949228427,39007.47945518538,0.0
5,3,B,Healthy,19022.098764150498,8811.49734491973,20219.33383835926,0.0
5,4,B,Understocked,21795.241757199736,1491.446699507426,19457.79305722013,0.0
5,5,B,Healthy,14003.917468907168,2872.882857368708,16541.9535792511,0.0
5,6,B,Healthy,2362.414224778328,737.4198478552512,3217.833297486931,0.0
5,7,B,Understocked,14413.481373219738,2988.9794847582,13801.619721211464,0.0
5,8,B,Healthy,30717.122416879185,1931.857639956105,38541.08212207281,0.0
5,9,B,Understocked,24578.729543933783,6726.3056323953215,21194.32818446682,0.0
5,10,B,Understocked,24232.43609586449,3021.318818941405,20300.181900737673,0.0
5,11,B,Healthy,20791.48568662803,4451.83099816649,24697.97466754647,0.0
5,12,B,Healthy,6861.354431479566,1067.962127633414,8197.010652038942,0.0
5,13,B,Healthy,25385.457006125645,1698.9395830487274,32120.82363689871,0.0
5,14,B,Healthy,7754.994956949069,1156.0474800259906,10314.50524641093,0.0
5,16,B,Overstocked,21538.985520938215,4635.11807863052,32574.95899813889,22117.89948872003
5,17,B,Healthy,5711.0240969263905,918.3964392340829,6721.300000732832,0.0
5,18,B,Healthy,2794.70906873236,1117.5041853990274,2894.6429051122313,0.0
5,19,B,Healthy,6016.983114892643,5885.410634892643,8306.360484111003,0.0
5,20,B,Understocked,3310.300619479114,856.5081733252672,3302.7118990465615,0.0
5,21,B,Healthy,2844.918147730927,387.8306746540039,3187.586083788247,0.0
5,22,B,Understocked,5508.548848856533,1154.1343142411474,4722.3310697489505,0.0
5,23,B,Understocked,14485.832230817236,2026.5432154326234,11856.741214365042,0.0
5,24,B,Overstocked,4854.37635976203,1762.2565405312607,7294.833213901313,1101.2999634362623
5,25,B,Healthy,6615.91860238781,907.3594216185788,9330.201676192115,0.0
5,26,B,Healthy,4290.8329772857305,1176.6903311318845,5612.6720064669635,0.0
5,27,B,Healthy,906.0153501985903,212.454757890898,995.290161117087,0.0
5,28,B,Understocked,414.22930586226977,95.8416597084237,383.78546240617476,0.0
5,29,B,Understocked,2568.030072055489,432.5045143631814,2347.6906295172184,0.0
5,30,B,Understocked,2284.5082514215883,468.1298091138965,2244.93443611044,0.0
5,31,B,Healthy,2165.179964491441,651.0774606452867,2600.2414079750424,0.0
5,32,B,Healthy,5957.434831179875,1406.4080581029523,7873.673672226006,0.0
5,33,B,Healthy,4675.13458490494,1319.6976041357104,5993.261127716257,0.0
5,34,B,Healthy,9167.019872811097,1534.499815118789,9206.912403604025,0.0
5,35,B,Healthy,2622.4450018503485,638.2173980041947,3925.935629862684,0.0
5,36,B,Healthy,1955.5223132769038,558.2595132769036,2617.7887870341897,0.0
5,38,B,Healthy,135307.4660072663,17829.500045727833,163001.98955062203,0.0
5,40,B,Healthy,41633.81099684235,2639.618954534659,51898.8829275188,0.0
5,41,B,Healthy,1999.708111577245,457.8572269618605,2212.2931726340703,0.0
5,42,B,Understocked,7501.053184583402,1093.286361506479,7357.36017690061,0.0
5,44,B,Healthy,3372.247184537253,714.6551460757142,3574.11008787815,0.0
5,45,B,Healthy,5937.18250155931,5885.410634892643,8034.359587371849,0.0
5,46,B,Understocked,10995.481770780021,1215.1718246261757,8911.917656171898,0.0
5,49,B,Understocked,238.1723693056071,106.12791730560714,210.71896137928155,0.0
5,52,B,Understocked,1443.8758807380736,502.2706922765353,1203.5888414342276,0.0
5,54,B,Understocked,395.1008124870251,261.6673958203585,327.82779749774954,0.0
5,55,B,Healthy,7135.197028946604,1049.4715327927584,10163.989889871158,0.0
5,56,B,Healthy,3863.6994898844314,1799.2864321921238,5075.627025915576,0.0
5,58,B,Healthy,3753.5865700761265,2039.4981753392847,4302.161593283844,0.0
5,59,B,Understocked,332.3088116571506,189.15527832381736,289.58019150146913,0.0
5,60,B,Healthy,652.9360105436646,153.2278297744338,756.674215434595,0.0
5,67,B,Healthy,9557.019295543949,3354.4557916977956,10948.849996384175,0.0
5,71,B,Understocked,1588.647716624852,605.4547897017749,1471.7826045577028,0.0
5,72,B,Healthy,24219.941977692913,4087.005512308298,27046.692675327497,0.0
5,74,B,Healthy,8336.665632510083,1351.542317125468,9094.53903426756,0.0
5,79,B,Healthy,11764.344292115647,1268.6808575002626,14700.37842134072,0.0
5,81,B,Healthy,6759.813065092672,390.54083816959565,8541.823933919666,0.0
5,82,B,Understocked,9157.510262847069,1547.2701282316843,7628.864722415659,0.0
5,85,B,Healthy,2536.8985768102425,735.9366383487039,2723.277433945967,0.0
5,87,B,Healthy,25629.448691963575,3202.6910188866455,32213.083510223772,0.0
