store_id,dept_id,store_type,date,week_of_year,weekly_sales,predicted_sales,abs_error,ape,low_confidence_ape
1,2,A,2012-09-07,36,47344.5,47233.9146,110.58540000000357,0.233576022558066,False
1,2,A,2012-09-14,37,44493.61,47823.87095,3330.2609499999962,7.484807256592567,False
1,2,A,2012-09-21,38,43541.07,45244.04069999998,1702.9706999999835,3.9111824766823218,False
1,2,A,2012-09-28,39,45784.76,45529.006049999996,255.75395000000572,0.5586006129550656,False
1,2,A,2012-10-05,40,48577.08,47967.54705000002,609.5329499999789,1.254774782675243,False
1,2,A,2012-10-12,41,42112.67,45401.1141,3288.4441000000006,7.80868109288725,False
1,2,A,2012-10-19,42,42354.72,44397.9348,2043.2148000000016,4.824054556375303,False
1,2,A,2012-10-26,43,43134.88,43866.47645000003,731.5964500000337,1.696066964832251,False
1,3,A,2012-05-04,18,10655.35,9355.669150000003,1299.680849999997,12.197448699479576,False
1,3,A,2012-05-11,19,10342.72,9536.07785,806.6421499999997,7.799129726029514,False
1,3,A,2012-05-18,20,8609.82,9437.722249999999,827.9022499999992,9.615790457872512,False
1,3,A,2012-05-25,21,8345.33,8807.0497,461.71969999999965,5.532671566013563,False
1,3,A,2012-06-01,22,7175.77,8838.872300000003,1663.1023000000023,23.176638883353316,False
1,3,A,2012-06-08,23,8614.64,7743.647450000003,870.9925499999963,10.11060880083203,False
1,3,A,2012-06-15,24,8016.26,8491.94025,475.68024999999943,5.933942387098216,False
1,3,A,2012-06-22,25,7301.41,8102.09219999999,800.6821999999902,10.966131199316163,False
1,3,A,2012-06-29,26,7577.59,7565.017400000003,12.572599999996783,0.16591818770871453,False
1,3,A,2012-07-06,27,8473.71,8004.784700000009,468.9252999999899,5.5338842136442,False
1,3,A,2012-07-13,28,13126.15,9629.844500000001,3496.3054999999986,26.63618425814118,False
1,3,A,2012-07-20,29,20126.95,17482.70120000001,2644.2487999999903,13.137851487681889,False
1,3,A,2012-07-27,30,22716.7,24333.285600000007,1616.5856000000058,7.116287136776053,False
1,3,A,2012-08-03,31,30331.69,29789.161800000005,542.5281999999934,1.78865140715863,False
1,3,A,2012-08-10,32,28257.3,35681.850899999976,7424.5508999999765,26.274806510176045,False
1,3,A,2012-08-17,33,31905.97,39289.60960000004,7383.639600000039,23.14187470244609,False
1,3,A,2012-08-24,34,43712.78,41238.29519999999,2474.4848000000056,5.6607811262518775,False
1,3,A,2012-08-31,35,50701.3,39137.44244999998,11563.857550000022,22.80781271880607,False
1,3,A,2012-09-07,36,18368.51,44689.59164999998,26321.081649999982,143.294593029048,False
1,3,A,2012-09-14,37,14288.22,12843.169749999995,1445.0502500000039,10.113577828448918,False
1,3,A,2012-09-21,38,13403.63,11799.060599999993,1604.5694000000058,11.971155575019647,False
1,3,A,2012-09-28,39,13085.95,12054.389349999994,1031.5606500000067,7.882963407318587,False
1,3,A,2012-10-05,40,11676.98,12070.924699999996,393.9446999999964,3.373686518260684,False
1,3,A,2012-10-12,41,10487.17,11205.596900000004,718.426900000004,6.850531649625246,False
1,3,A,2012-10-19,42,8548.87,10694.5821,2145.712099999999,25.099365179257592,False
1,3,A,2012-10-26,43,9350.9,9243.918649999996,106.98135000000366,1.1440754365890307,False
1,4,A,2012-05-04,18,41897.55,39557.1071,2340.442900000002,5.586109211636484,False
1,4,A,2012-05-11,19,35840.06,38323.60804999998,2483.548049999983,6.929530949445908,False
1,4,A,2012-05-18,20,34536.29,36135.505099999995,1599.215099999994,4.630535300693833,False
1,4,A,2012-05-25,21,38270.34,36225.98014999997,2044.3598500000298,5.341891004887937,False
1,4,A,2012-06-01,22,41566.55,40730.099749999994,836.450250000009,2.0123157923859667,False
1,4,A,2012-06-08,23,41124.27,38338.56269999998,2785.7073000000164,6.773876594040494,False
1,4,A,2012-06-15,24,39019.74,39630.392299999985,610.652299999987,1.5649830060374237,False
1,4,A,2012-06-22,25,37400.31,38191.433600000004,791.1236000000063,2.1152862101945313,False
1,4,A,2012-06-29,26,39758.77,39027.92295000001,730.8470499999894,1.8382033699734408,False
1,4,A,2012-07-06,27,44936.96,41497.68395,3439.2760500000004,7.653557450259209,False
1,4,A,2012-07-13,28,38073.91,40600.9567,2527.046699999999,6.637213514451232,False
1,4,A,2012-07-20,29,38080.05,37798.68269999998,281.3673000000199,0.7388837462136207,False
1,4,A,2012-07-27,30,35197.59,38659.76045,3462.170450000005,9.836384962720475,False
1,4,A,2012-08-03,31,41305.39,38754.2031,2551.1869000000006,6.176401917522146,False
1,4,A,2012-08-10,32,40343.83,39060.41745,1283.412550000001,3.1811866895136154,False
1,4,A,2012-08-17,33,38105.9,38806.779550000036,700.8795500000342,1.8392940463288734,False
1,4,A,2012-08-24,34,36674.67,38822.79739999998,2148.127399999983,5.857250794621964,False
1,4,A,2012-08-31,35,37802.97,39202.31989999999,1399.3498999999865,3.7016930151254956,False
1,4,A,2012-09-07,36,39549.27,38300.28629999998,1248.9837000000189,3.158044889324175,False
1,4,A,2012-09-14,37,35044.06,38053.778400000025,3009.718400000027,8.588383880178345,False
1,4,A,2012-09-21,38,34507.34,34710.04999999998,202.70999999998457,0.5874402373523564,False
1,4,A,2012-09-28,39,34647.33,34750.343850000005,103.013850000003,0.2973211788614101,False
1,4,A,2012-10-05,40,39311.93,37567.42590000003,1744.5040999999692,4.4375946436615274,False
1,4,A,2012-10-12,41,35446.18,36544.32014999995,1098.1401499999483,3.0980493525676063,False
1,4,A,2012-10-19,42,35549.19,34630.031449999995,919.1585500000074,2.585596324416976,False
1,4,A,2012-10-26,43,36292.6,34726.75714999999,1565.8428500000082,4.314496205838127,False
1,5,A,2012-05-04,18,18953.07,18247.37255000002,705.6974499999815,3.7233938881668323,False
1,5,A,2012-05-11,19,17277.63,18283.014399999996,1005.3843999999954,5.818994850566861,False
1,5,A,2012-05-18,20,17955.73,16908.412699999997,1047.3173000000024,5.832774830096033,False
1,5,A,2012-05-25,21,18625.67,17707.465500000002,918.2044999999962,4.929779707253465,False
1,5,A,2012-06-01,22,17233.25,18339.418749999997,1106.168749999997,6.4188052166596385,False
1,5,A,2012-06-08,23,24752.99,18758.31080000001,5994.679199999991,24.21800033046509,False
1,5,A,2012-06-15,24,21376.63,21441.65884999999,65.02884999998787,0.3042053401307309,False
1,5,A,2012-06-22,25,24337.24,22592.171249999992,1745.0687500000095,7.170364223716449,False
1,5,A,2012-06-29,26,20233.9,23273.375549999997,3039.4755499999956,15.02169898042392,False
1,5,A,2012-07-06,27,19684.48,20414.02634999999,729.5463499999896,3.706200773401124,False
1,5,A,2012-07-13,28,18089.61,20204.201749999997,2114.591749999996,11.689537530107039,False
1,5,A,2012-07-20,29,17896.46,19578.887600000005,1682.4276000000064,9.400896043128117,False
1,5,A,2012-07-27,30,14105.4,18919.107799999994,4813.707799999995,34.126701830504594,False
1,5,A,2012-08-03,31,17615.28,17786.679800000005,171.3998000000065,0.9730177436862004,False
1,5,A,2012-08-10,32,18232.46,18696.202799999985,463.74279999998544,2.54350098670166,False
1,5,A,2012-08-17,33,15440.65,18310.993849999995,2870.3438499999957,18.589527319121903,False
1,5,A,2012-08-24,34,22446.23,16442.440150000002,6003.789849999997,26.747430860327093,False
1,5,A,2012-08-31,35,18615.76,20897.791599999993,2282.031599999995,12.258600239796792,False
1,5,A,2012-09-07,36,18236.15,19454.074800000002,1217.9248000000007,6.6786289869298106,False
1,5,A,2012-09-14,37,19369.52,19157.76904999999,211.75095000000874,1.093217333212226,False
1,5,A,2012-09-21,38,25798.78,20826.261250000007,4972.518749999992,19.274239905918,False
1,5,A,2012-09-28,39,22560.39,21615.654549999992,944.7354500000074,4.1875847447673,False
1,5,A,2012-10-05,40,25508.81,27752.431000000015,2243.6210000000137,8.795474975116493,False
1,5,A,2012-10-12,41,20920.03,25380.22504999999,4460.195049999991,21.32021345093669,False
1,5,A,2012-10-19,42,20413.83,26096.65080000001,5682.820800000009,27.83809211696192,False
1,5,A,2012-10-26,43,25846.94,25144.87679999998,702.0632000000187,2.716233333617127,False
1,6,A,2012-05-04,18,4658.18,4468.755399999997,189.424600000003,4.066493780832922,False
1,6,A,2012-05-11,19,3574.83,4192.5327,617.7026999999998,17.27921887194635,False
1,6,A,2012-05-18,20,6030.81,4147.151850000002,1883.6581499999984,31.233916339596146,False
1,6,A,2012-05-25,21,5131.26,5677.04605,545.7860499999997,10.636491816824712,False
1,6,A,2012-06-01,22,3249.75,4679.224649999999,1429.4746499999992,43.987219016847426,False
1,6,A,2012-06-08,23,4888.46,4066.324349999999,822.1356500000011,16.817886410035086,False
1,6,A,2012-06-15,24,4087.58,4213.275450000001,125.69545000000107,3.075057858194851,False
1,6,A,2012-06-22,25,4870.31,4106.656,763.6540000000005,15.679782190456057,False
1,6,A,2012-06-29,26,4774.5,4340.8523,433.64770000000044,9.082578280448224,False
1,6,A,2012-07-06,27,2828.03,4381.858700000001,1553.8287000000005,54.9438549096014,False
1,6,A,2012-07-13,28,2776.97,3870.944949999999,1093.9749499999994,39.39455413634283,False
1,6,A,2012-07-20,29,3496.53,3387.013949999995,109.51605000000518,3.1321352884146623,False
1,6,A,2012-07-27,30,2545.65,3253.2888000000007,707.6388000000006,27.797961227977165,False
1,6,A,2012-08-03,31,3412.58,3057.637450000001,354.94254999999885,10.401003053408237,False
1,6,A,2012-08-10,32,-139.65,3557.0580999999993,3696.7080999999994,2647.1235947010377,False
1,6,A,2012-08-17,33,2725.3,2690.5018999999984,34.798100000001796,1.2768539243386707,False
1,6,A,2012-08-24,34,2626.5,2662.711299999999,36.21129999999903,1.378690272225358,False
1,6,A,2012-08-31,35,2987.07,2819.7330000000006,167.33699999999953,5.602044813144637,False
1,6,A,2012-09-07,36,2576.64,3926.8634999999977,1350.2234999999978,52.40248928837548,False
1,6,A,2012-09-14,37,3073.31,3189.341049999999,116.03104999999914,3.775442438283126,False
1,6,A,2012-09-21,38,4159.51,3440.3698999999997,719.1401000000005,17.289058086168815,False
1,6,A,2012-09-28,39,3168.68,3596.0885000000017,427.4085000000018,13.488534657964891,False
1,6,A,2012-10-05,40,3843.29,3904.1474000000003,60.857400000000325,1.583471452843796,False
1,6,A,2012-10-12,41,3788.59,3955.7386999999994,167.14869999999928,4.411897302162527,False
1,6,A,2012-10-19,42,3496.69,4416.9166,920.2265999999995,26.317077007112427,False
1,6,A,2012-10-26,43,4032.5,4521.906299999998,489.4062999999978,12.13654804711712,False
1,7,A,2012-05-04,18,22956.83,19581.251999999997,3375.578000000005,14.704024902392904,False
1,7,A,2012-05-11,19,23036.8,21467.949349999995,1568.850650000004,6.8101934730518305,False
1,7,A,2012-05-18,20,19180.11,21693.272350000007,2513.162350000006,13.102961088335812,False
1,7,A,2012-05-25,21,28671.98,22706.37729999999,5965.60270000001,20.80638553737834,False
1,7,A,2012-06-01,22,31568.92,34327.926649999994,2759.0066499999957,8.739629515358764,False
1,7,A,2012-06-08,23,30052.56,35718.4125,5665.852499999997,18.853144291201804,False
1,7,A,2012-06-15,24,26249.22,31265.678299999967,5016.458299999966,19.110885199636275,False
1,7,A,2012-06-22,25,24777.12,28460.075350000006,3682.9553500000075,14.864339963643907,False
1,7,A,2012-06-29,26,24077.39,25814.335750000002,1736.9457500000026,7.21401177619336,False
1,7,A,2012-07-06,27,27364.96,25104.48430000001,2260.475699999988,8.260475074694018,False
1,7,A,2012-07-13,28,18427.17,24180.308399999994,5753.138399999996,31.22095470981164,False
1,7,A,2012-07-20,29,16528.1,17150.221599999983,622.121599999984,3.7640236929833684,False
1,7,A,2012-07-27,30,17171.35,16865.935850000005,305.41414999999324,1.7786263165097287,False
1,7,A,2012-08-03,31,16916.29,16959.748199999987,43.45819999998639,0.2569014837176851,False
1,7,A,2012-08-10,32,16552.49,16288.444600000015,264.04539999998633,1.5952004804110214,False
1,7,A,2012-08-17,33,16256.91,15750.009050000004,506.90094999999565,3.118064564545142,False
1,7,A,2012-08-24,34,15159.94,14992.796750000005,167.14324999999553,1.1025323978854502,False
1,7,A,2012-08-31,35,15802.09,14694.801999999998,1107.2880000000023,7.007224993655917,False
1,7,A,2012-09-07,36,16941.42,15434.1648,1507.2551999999978,8.896864607571255,False
1,7,A,2012-09-14,37,15525.82,16408.690949999997,882.8709499999968,5.686469056062719,False
1,7,A,2012-09-21,38,22542.44,15398.889049999996,7143.550950000003,31.689342191883412,False
1,7,A,2012-09-28,39,22343.24,18408.744650000004,3934.4953499999974,17.609332173847648,False
1,7,A,2012-10-05,40,22071.39,19530.628049999996,2540.7619500000037,11.511562932828443,False
1,7,A,2012-10-12,41,20212.71,20539.893749999992,327.18374999999287,1.6187030338831006,False
1,7,A,2012-10-19,42,21937.45,23090.571800000005,1153.1218000000044,5.256407649931986,False
1,7,A,2012-10-26,43,21449.85,25082.043999999983,3632.193999999985,16.93342377685618,False
1,8,A,2012-05-04,18,41589.1,38946.08714999998,2643.012850000021,6.355061422343885,False
1,8,A,2012-05-11,19,37702.53,38341.06029999998,638.530299999984,1.6936006681779285,False
1,8,A,2012-05-18,20,37817.25,37850.776399999966,33.52639999996609,0.08865372283803315,False
1,8,A,2012-05-25,21,39067.0,37590.33689999999,1476.6631000000125,3.7798221004940546,False
1,8,A,2012-06-01,22,41039.74,39232.93064999998,1806.8093500000177,4.402584787330568,False
1,8,A,2012-06-08,23,40236.23,39789.69139999999,446.5386000000144,1.1097923438652537,False
1,8,A,2012-06-15,24,38163.76,38183.702200000014,19.942200000012235,0.05225428521721192,False
1,8,A,2012-06-22,25,37693.88,38144.691499999986,450.8114999999889,1.1959806207267305,False
1,8,A,2012-06-29,26,37647.44,38552.36794999997,904.9279499999684,2.4036905298208016,False
1,8,A,2012-07-06,27,41524.67,39261.186599999986,2263.483400000012,5.45093651557017,False
1,8,A,2012-07-13,28,36130.01,38361.46629999999,2231.4562999999907,6.176185115918846,False
1,8,A,2012-07-20,29,37797.31,36781.50885000001,1015.8011499999848,2.6874958826434603,False
1,8,A,2012-07-27,30,36981.9,37206.54549999998,224.6454999999769,0.6074471565819412,False
1,8,A,2012-08-03,31,40098.84,38801.91355,1296.926449999999,3.2343241101238815,False
1,8,A,2012-08-10,32,37269.92,36647.752850000004,622.1671499999939,1.6693546699321968,False
1,8,A,2012-08-17,33,36294.18,36921.69920000001,627.5192000000097,1.7289802387049653,False
1,8,A,2012-08-24,34,33855.28,35868.16324999998,2012.8832499999844,5.945551919818665,False
1,8,A,2012-08-31,35,37666.92,36063.89104999998,1603.0289500000217,4.255800447713861,False
1,8,A,2012-09-07,36,38666.21,36870.82865000001,1795.3813499999887,4.643282468077396,False
1,8,A,2012-09-14,37,37346.83,36931.575300000004,415.2546999999977,1.1118874078469247,False
1,8,A,2012-09-21,38,36404.63,35476.874899999995,927.7551000000021,2.5484535895571585,False
1,8,A,2012-09-28,39,37254.84,36706.23385000002,548.6061499999778,1.472576851759336,False
1,8,A,2012-10-05,40,42663.75,37710.11504999998,4953.6349500000215,11.610875626263564,False
1,8,A,2012-10-12,41,37248.47,38483.16544999998,1234.6954499999774,3.3147548073786046,False
1,8,A,2012-10-19,42,38668.75,37392.6676,1276.0823999999993,3.3000352998222064,False
1,8,A,2012-10-26,43,39255.35,37832.225500000015,1423.1244999999835,3.625300755183646,False
1,9,A,2012-05-04,18,31552.3,27853.647749999993,3698.6522500000065,11.722290451092334,False
1,9,A,2012-05-11,19,28043.48,28680.806099999994,637.3260999999948,2.272635564487698,False
1,9,A,2012-05-18,20,26160.37,28351.547299999995,2191.1772999999957,8.37594154822732,False
1,9,A,2012-05-25,21,29338.57,27539.219500000017,1799.3504999999823,6.133054542194737,False
1,9,A,2012-06-01,22,35001.66,30935.948499999995,4065.7115000000085,11.615767652162805,False
1,9,A,2012-06-08,23,30307.11,29905.454499999993,401.65550000000803,1.3252847269172416,False
1,9,A,2012-06-15,24,30249.01,27990.002599999985,2259.007400000013,7.468037466350181,False
1,9,A,2012-06-22,25,28249.43,29169.7389,920.3089,3.257796351997191,False
1,9,A,2012-06-29,26,25081.23,27630.242349999993,2549.0123499999936,10.163027690428235,False
1,9,A,2012-07-06,27,32851.76,25972.975699999995,6878.784300000007,20.938860809892702,False
1,9,A,2012-07-13,28,21464.73,27394.63490000001,5929.904900000009,27.6262729603401,False
1,9,A,2012-07-20,29,22594.18,21765.465100000016,828.7148999999845,3.667824634485449,False
1,9,A,2012-07-27,30,22921.21,21917.57585,1003.634149999998,4.378626390142571,False
1,9,A,2012-08-03,31,23780.97,23015.19339999999,765.776600000012,3.2201234852910203,False
1,9,A,2012-08-10,32,20400.88,22584.650750000008,2183.770750000007,10.704296824450743,False
1,9,A,2012-08-17,33,23503.86,20341.149449999997,3162.7105500000034,13.45613252461512,False
1,9,A,2012-08-24,34,26262.95,23621.863899999993,2641.0861000000077,10.056319263449108,False
1,9,A,2012-08-31,35,41634.69,33789.04889999999,7845.641100000015,18.844000279574594,False
1,9,A,2012-09-07,36,42920.95,37563.08095000001,5357.869049999987,12.483109180947736,False
1,9,A,2012-09-14,37,31882.98,34735.677699999986,2852.697699999986,8.94739983527257,False
1,9,A,2012-09-21,38,33889.72,43429.81569999998,9540.095699999976,28.1504116882641,False
1,9,A,2012-09-28,39,40712.85,39542.27674999997,1170.5732500000304,2.8751935813877694,False
1,9,A,2012-10-05,40,40439.53,41104.68825,665.1582500000004,1.6448219106404065,False
1,9,A,2012-10-12,41,37126.23,36713.77480000001,412.4551999999967,1.110953630357827,False
1,9,A,2012-10-19,42,36690.81,36022.036249999976,668.7737500000221,1.8227282254058226,False
1,9,A,2012-10-26,43,41040.84,38430.83844999999,2610.001550000008,6.359522733940164,False
1,10,A,2012-05-04,18,35800.66,30055.59874999999,5745.061250000013,16.04736127769715,False
1,10,A,2012-05-11,19,32271.72,31314.561650000003,957.1583499999979,2.965935345249642,False
1,10,A,2012-05-18,20,30339.17,31053.242499999986,714.0724999999875,2.3536322846010207,False
1,10,A,2012-05-25,21,34203.35,30307.143999999993,3896.2060000000056,11.391299390264422,False
1,10,A,2012-06-01,22,37294.14,35676.769749999985,1617.3702500000145,4.3367946009748835,False
1,10,A,2012-06-08,23,36155.27,34293.6857,1861.584299999995,5.148860179995877,False
1,10,A,2012-06-15,24,32578.62,33461.888199999994,883.268199999995,2.7111897311795126,False
1,10,A,2012-06-22,25,32851.06,32395.77835,455.28164999999717,1.3858963759464602,False
1,10,A,2012-06-29,26,33135.34,32503.871149999984,631.468850000012,1.9057261823781257,False
1,10,A,2012-07-06,27,39189.33,35129.41315,4059.9168500000014,10.359750600482329,False
1,10,A,2012-07-13,28,31430.55,34123.463750000024,2692.913750000025,8.56782254844419,False
1,10,A,2012-07-20,29,29187.22,31249.879400000013,2062.6594000000114,7.0669950752418735,False
1,10,A,2012-07-27,30,30594.53,29847.090949999965,747.4390500000336,2.443047989297543,False
1,10,A,2012-08-03,31,32794.21,33240.93140000001,446.72140000000945,1.3621959486141288,False
1,10,A,2012-08-10,32,33834.22,32253.695549999997,1580.5244500000044,4.671378415107558,False
1,10,A,2012-08-17,33,29723.55,31605.05720000003,1881.5072000000291,6.330021817717026,False
1,10,A,2012-08-24,34,27884.19,30864.13960000001,2979.949600000011,10.686878837075817,False
1,10,A,2012-08-31,35,28490.93,30721.296700000003,2230.3667000000023,7.82833940485622,False
1,10,A,2012-09-07,36,30851.75,30555.436849999984,296.3131500000163,0.9604419522393911,False
1,10,A,2012-09-14,37,31705.09,31837.171649999997,132.08164999999644,0.4165944648004356,False
1,10,A,2012-09-21,38,29203.63,29508.05489999999,304.42489999998725,1.0424214387046653,False
1,10,A,2012-09-28,39,27205.4,29531.81840000001,2326.4184000000096,8.551311136759649,False
1,10,A,2012-10-05,40,27822.4,29940.98830000003,2118.5883000000285,7.614685648973592,False
1,10,A,2012-10-12,41,27803.78,30638.897400000027,2835.1174000000283,10.196877546866032,False
1,10,A,2012-10-19,42,29442.38,29244.88140000001,197.4985999999917,0.6707969939929846,False
1,10,A,2012-10-26,43,26285.27,29399.026850000006,3113.756850000005,11.846014326655215,False
1,11,A,2012-05-04,18,31670.38,22341.696450000003,9328.683549999998,29.455546633794725,False
1,11,A,2012-05-11,19,28842.32,25104.208050000005,3738.111949999995,12.960510631599659,False
1,11,A,2012-05-18,20,23346.03,24133.120300000002,787.0903000000035,3.3714096143969807,False
1,11,A,2012-05-25,21,26925.54,24847.060200000014,2078.4797999999864,7.719361617259993,False
1,11,A,2012-06-01,22,32406.68,32477.036049999973,70.35604999997304,0.2171035416154109,False
1,11,A,2012-06-08,23,35861.22,36918.432449999986,1057.2124499999845,2.9480660446018976,False
1,11,A,2012-06-15,24,27802.84,35985.95580000002,8183.115800000018,29.432661555438283,False
1,11,A,2012-06-22,25,26407.67,32010.190199999997,5602.520199999999,21.215503677530048,False
1,11,A,2012-06-29,26,44553.45,30892.464099999983,13660.985900000014,30.6620158483799,False
1,11,A,2012-07-06,27,36266.25,35162.66625,1103.583749999998,3.043004859890388,False
1,11,A,2012-07-13,28,25922.59,35576.05554999999,9653.46554999999,37.23958736376261,False
1,11,A,2012-07-20,29,26026.46,30294.96499999999,4268.50499999999,16.400636121854415,False
1,11,A,2012-07-27,30,33443.23,29307.0266,4136.203400000002,12.367834685824311,False
1,11,A,2012-08-03,31,27759.99,33411.584349999976,5651.594349999974,20.358776606187444,False
1,11,A,2012-08-10,32,24145.93,26705.533099999997,2559.6030999999966,10.600557112523711,False
1,11,A,2012-08-17,33,20281.68,22969.351050000012,2687.6710500000117,13.251718052942419,False
1,11,A,2012-08-24,34,20462.68,20859.122349999998,396.44234999999753,1.9373921206801723,False
1,11,A,2012-08-31,35,21103.42,22082.103000000003,978.6830000000045,4.6375563771180435,False
1,11,A,2012-09-07,36,23338.99,20976.56234999999,2362.4276500000124,10.12223600935607,False
1,11,A,2012-09-14,37,17027.47,20994.60125,3967.1312499999985,23.298418672885628,False
1,11,A,2012-09-21,38,18161.43,17776.552000000003,384.877999999997,2.11920537094269,False
1,11,A,2012-09-28,39,17242.78,18539.553300000003,1296.7733000000044,7.520674160431233,False
1,11,A,2012-10-05,40,22374.18,19480.426149999992,2893.7538500000082,12.933452086288785,False
1,11,A,2012-10-12,41,21857.09,20572.441800000008,1284.6481999999924,5.8774896383736,False
1,11,A,2012-10-19,42,18259.82,20829.231500000005,2569.4115000000056,14.071395555925555,False
1,11,A,2012-10-26,43,22399.83,20499.68124999999,1900.1487500000112,8.48287129857687,False
1,12,A,2012-05-04,18,12338.08,11574.267749999997,763.8122500000027,6.1906897183354515,False
1,12,A,2012-05-11,19,11420.63,12288.640650000001,868.010650000002,7.600374497729128,False
1,12,A,2012-05-18,20,10199.01,12403.2175,2204.2075000000004,21.611975083856183,False
1,12,A,2012-05-25,21,12748.13,11662.415250000005,1085.7147499999937,8.516658913895558,False
1,12,A,2012-06-01,22,11542.81,12637.487400000009,1094.6774000000096,9.483630069281308,False
1,12,A,2012-06-08,23,10742.68,12134.883899999997,1392.2038999999968,12.959558508677507,False
1,12,A,2012-06-15,24,11177.52,10822.009749999996,355.5102500000048,3.1805825442495723,False
1,12,A,2012-06-22,25,9606.33,11336.106849999998,1729.7768499999984,18.006635728733016,False
1,12,A,2012-06-29,26,11816.35,10799.765450000006,1016.5845499999941,8.603202765659397,False
1,12,A,2012-07-06,27,13887.61,11283.464599999998,2604.145400000003,18.751573524890194,False
1,12,A,2012-07-13,28,9318.1,13390.793800000001,4072.693800000001,43.70734162543867,False
1,12,A,2012-07-20,29,12565.06,11077.405449999997,1487.654550000003,11.839613579242782,False
1,12,A,2012-07-27,30,11109.25,12140.684699999994,1031.4346999999943,9.284467448297539,False
